ID	Modulo	Pregunta	Opciones de respuesta
F35_4_2	VIOLENCIA EN EL ÁMBITO LABORAL	35. A lo largo de su vida laboral ¿algún jefe/a, directivo/a o compañero/a de trabajo: 35.4 Le tocó el cuerpo sin su consentimiento? //En los últimos 12 meses (de setiembre de 2012 a la fecha) ¿Esto ocurrió...	1 Una vez, 2 Pocas veces, 3 Muchas veces, 4 Ninguna vez
F35_4_3	VIOLENCIA EN EL ÁMBITO LABORAL	¿Quién fue principalmente?	1 Jefe/a o Directivo/a., 2 Compañero/a de trabajo
F35_5_1	VIOLENCIA EN EL ÁMBITO LABORAL	35. A lo largo de su vida laboral ¿algún jefe/a, directivo/a o compañero/a de trabajo: 35.5 La obligó a tener relaciones sexuales o intento forzarla a tener relaciones sexuales?	1 Si, 2 No
F35_5_2	VIOLENCIA EN EL ÁMBITO LABORAL	35. A lo largo de su vida laboral ¿algún jefe/a, directivo/a o compañero/a de trabajo: 35.5 La obligó a tener relaciones sexuales o intento forzarla a tener relaciones sexuales? //En los últimos 12 meses (de setiembre de 2012 a la fecha) ¿Esto ocurrió...	1 Una vez, 2 Pocas veces, 3 Muchas veces, 4 Ninguna vez
F35_5_3	VIOLENCIA EN EL ÁMBITO LABORAL	¿Quién fue principalmente?	1 Jefe/a o Directivo/a., 2 Compañero/a de trabajo
F36	BUSQUEDA DE AYUDA	36 Antes de esta entrevista, ¿había hablado con alguien sobre esto que le ocurrió? (Condición: Si al menos un F35_x_1 = 1)	1 Si, 2 No pase a preg. 38
F37.1	BUSQUEDA DE AYUDA	37.1 Acudió a solicitar orientación e información (Condición: Si F35_x_2 = 1, 2 o 3)	1 Si, 2 No
F37.2	BUSQUEDA DE AYUDA	37.2 Acudió a solicitar apoyo legal (Condición: Si F35_x_2 = 1, 2 o 3)	1 Si, 2 No
F37.3	BUSQUEDA DE AYUDA	37.3 Acudió a solicitar apoyo psicológico (Condición: Si F35_x_2 = 1, 2 o 3)	1 Si, 2 No
F37.4	BUSQUEDA DE AYUDA	37.4 Realizó alguna denuncia administrativa en el trabajo.... (Condición: Si F35_x_2 = 1, 2 o 3)	1 Si, 2 No
F37.5	BUSQUEDA DE AYUDA	37.5 Denuncio ante la Policía. (Condición: Si F35_x_2 = 1, 2 o 3)	1 Si, 2 No
F37.6	BUSQUEDA DE AYUDA	37.6 Otro.. (Condición: Si F35_x_2 = 1, 2 o 3)	1 Si, 2 No
F38.1	BUSQUEDA DE AYUDA	38.1 Por vergüenza. (Condición: Si F36=2 o todo F37=2)	1 Si, 2 No
F38.2	BUSQUEDA DE AYUDA	38.2 Pensó que no le iban a creer. (Condición: Si F36=2 o todo F37=2)	1 Si, 2 No
F38.3	BUSQUEDA DE AYUDA	38.3 Por miedo de las consecuencias. (Condición: Si F36=2 o todo F37=2)	1 Si, 2 No
F38.4	BUSQUEDA DE AYUDA	38.4 La amenazaron.. (Condición: Si F36=2 o todo F37=2)	1 Si, 2 No
F38.5	BUSQUEDA DE AYUDA	38.5 Porque se trato de un hecho sin importancia. (Condición: Si F36=2 o todo F37=2)	1 Si, 2 No
F38.6	BUSQUEDA DE AYUDA	38.6 No sabía como y dónde denunciar. (Condición: Si F36=2 o todo F37=2)	1 Si, 2 No
F38.7	BUSQUEDA DE AYUDA	38.7 No sabia que existen instituciones de apoyo (Condición: Si F36=2 o todo F37=2)	1 Si, 2 No
F38.8	BUSQUEDA DE AYUDA	38.8 No confía en las autoridades de su trabajo o en su respuesta ante el problema.... (Condición: Si F36=2 o todo F37=2)	1 Si, 2 No
F38.9	BUSQUEDA DE AYUDA	38.9 No confía en las autoridades policiales o judiciales o en su respuesta ante el problema (Condición: Si F36=2 o todo F37=2)	1 Si, 2 No
F38.10	BUSQUEDA DE AYUDA	38.10 No sabia qué podía denunciar (Condición: Si F36=2 o todo F37=2)	1 Si, 2 No
F39_1_1	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	39. Durante su niñez, desde que usted recuerda y hasta cumplir 15 años de edad, las personas de su familia (convivientes o no), ¿alguna o varias veces... 39.1 La ignoraban, no la tomaban en cuenta, o no le demostraban afecto?	1 Si, 2 No
F39_1_2	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	Por lo general quién le hacía esto:	1 Padre, 2 Madre, 3 Padrastro, 4 Madrastra, 5 Hermano/a, 6 Otro familiar, 7 Otro no familiar
F39_2_1	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	39. Durante su niñez, desde que usted recuerda y hasta cumplir 15 años de edad, las personas de su familia (convivientes o no), ¿alguna o varias veces... 39.2 La insultaban, la maldecían, la llamaban ""estúpida"" o algo parecido?	1 Si, 2 No
F39_2_2	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	Por lo general quién le hacía esto:	1 Padre, 2 Madre, 3 Padrastro, 4 Madrastra, 5 Hermano/a, 6 Otro familiar, 7 Otro no familiar
F39_3_1	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	39. Durante su niñez, desde que usted recuerda y hasta cumplir 15 años de edad, las personas de su familia (convivientes o no), ¿alguna o varias veces... 39.3 La amenazaban con pegarle o echarla de la casa?	1 Si, 2 No
F39_3_2	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	Por lo general quién le hacía esto:	1 Padre, 2 Madre, 3 Padrastro, 4 Madrastra, 5 Hermano/a, 6 Otro familiar, 7 Otro no familiar
F39_4_1	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	39. Durante su niñez, desde que usted recuerda y hasta cumplir 15 años de edad, las personas de su familia (convivientes o no), ¿alguna o varias veces... 39.4 La amenazaban con cuchillos o armas?	1 Si, 2 No
F39_4_2	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	Por lo general quién le hacía esto:	1 Padre, 2 Madre, 3 Padrastro, 4 Madrastra, 5 Hermano/a, 6 Otro familiar, 7 Otro no familiar
F39_5_1	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	39. Durante su niñez, desde que usted recuerda y hasta cumplir 15 años de edad, las personas de su familia (convivientes o no), ¿alguna o varias veces... 39.5 La dejaban sin comer, la encerraban, no la cuidaban, no estaban pendientes de sus necesidades o la abandonaban?	1 Si, 2 No
F39_5_2	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	Por lo general quién le hacía esto:	1 Padre, 2 Madre, 3 Padrastro, 4 Madrastra, 5 Hermano/a, 6 Otro familiar, 7 Otro no familiar
F39_6_1	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	39. Durante su niñez, desde que usted recuerda y hasta cumplir 15 años de edad, las personas de su familia (convivientes o no), ¿alguna o varias veces... 39.6 La empujaban, la sacudian, le tiraban del pelo o la escupían?	1 Si, 2 No
F39_6_2	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	Por lo general quién le hacía esto:	1 Padre, 2 Madre, 3 Padrastro, 4 Madrastra, 5 Hermano/a, 6 Otro familiar, 7 Otro no familiar
F39_7_1	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	39. Durante su niñez, desde que usted recuerda y hasta cumplir 15 años de edad, las personas de su familia (convivientes o no), ¿alguna o varias veces... 39.7 Le daban cachetadas, le daban palmadas, la golpeaban con algún objeto, con el puño o la pateaban?	1 Si, 2 No
F39_7_2	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	Por lo general quién le hacía esto:	1 Padre, 2 Madre, 3 Padrastro, 4 Madrastra, 5 Hermano/a, 6 Otro familiar, 7 Otro no familiar
F39_8_1	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	39. Durante su niñez, desde que usted recuerda y hasta cumplir 15 años de edad, las personas de su familia (convivientes o no), ¿alguna o varias veces... 39.8 Le daban palizas?	1 Si, 2 No
F39_8_2	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	Por lo general quién le hacía esto:	1 Padre, 2 Madre, 3 Padrastro, 4 Madrastra, 5 Hermano/a, 6 Otro familiar, 7 Otro no familiar
F39_9_1	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	39. Durante su niñez, desde que usted recuerda y hasta cumplir 15 años de edad, las personas de su familia (convivientes o no), ¿alguna o varias veces... 39.9 La quemaron o le tiraron agua caliente a propósito?	1 Si, 2 No
F39_9_2	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	Por lo general quién le hacía esto:	1 Padre, 2 Madre, 3 Padrastro, 4 Madrastra, 5 Hermano/a, 6 Otro familiar, 7 Otro no familiar
F39_10_1	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	39. Durante su niñez, desde que usted recuerda y hasta cumplir 15 años de edad, las personas de su familia (convivientes o no), ¿alguna o varias veces... 39.10 Tocaron su cuerpo a la fuerza o la obligaron a tocar el cuerpo de otra persona?	1 Si, 2 No
F39_10_2	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	Por lo general quién le hacía esto:	1 Padre, 2 Madre, 3 Padrastro, 4 Madrastra, 5 Hermano/a, 6 Otro familiar, 7 Otro no familiar
F39_11_1	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	39. Durante su niñez, desde que usted recuerda y hasta cumplir 15 años de edad, las personas de su familia (convivientes o no), ¿alguna o varias veces... 39.11 La obligaron a desvestirse, mostrar sus partes intimas y/ó mirar las partes intimas de otra persona, mirar revistas o videos pornográficos?	1 Si, 2 No
F39_11_2	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	Por lo general quién le hacía esto:	1 Padre, 2 Madre, 3 Padrastro, 4 Madrastra, 5 Hermano/a, 6 Otro familiar, 7 Otro no familiar
F39_12_1	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	39. Durante su niñez, desde que usted recuerda y hasta cumplir 15 años de edad, las personas de su familia (convivientes o no), ¿alguna o varias veces... 39.12 La obligaron a tener relaciones sexuales o intentaron forzarla a tener relaciones sexuales?	1 Si, 2 No
F39_12_2	VIOLENCIA EN LA INFANCIA (FÍSICA, EMOCIONAL Y SEXUAL)	Por lo general quién le hacía esto:	1 Padre, 2 Madre, 3 Padrastro, 4 Madrastra, 5 Hermano/a, 6 Otro familiar, 7 Otro no familiar
F40	BUSQUEDA DE AYUDA	40 Antes de esta entrevista ¿había hablado con alguien de lo que le sucedió cuando era niña? (Condición: Si al menos un F39_x_1=1)	1 Si pase a preg. 44, 2 No
F41	BUSQUEDA DE AYUDA	41 Cuando esto ocurrió, ¿le contó lo sucedido a alguna persona (familiares, amigas/os o compañeras/os)?	1 Si pase a preg. 44, 2 No
F42.1	BUSQUEDA DE AYUDA	42.1 Si, a la madre (Condición: Si F41=2)	1 Si, 2 No
F42.2	BUSQUEDA DE AYUDA	42.2 Si, al padre (Condición: Si F41=2)	1 Si, 2 No
F42.3	BUSQUEDA DE AYUDA	42.3 Si, a un/a familiar.. (Condición: Si F41=2)	1 Si, 2 No
F42.4	BUSQUEDA DE AYUDA	42.4 Si, a un/a amigo/a, a un/a compañero/a de estudio. (Condición: Si F41=2)	1 Si, 2 No
F42.5	BUSQUEDA DE AYUDA	42.5 Si, a otra persona. (Condición: Si F41=2)	1 Si, 2 No
F43.1	BUSQUEDA DE AYUDA	43.1 La llevaron al médico?. (Condición: Si F41=1 o algún F42=1)	1 Si, 2 No
F43.2	BUSQUEDA DE AYUDA	43.2 La llevaron al psicólogo?. (Condición: Si F41=1 o algún F42=1)	1 Si, 2 No
F43.3	BUSQUEDA DE AYUDA	43.3 Tomaron medidas para que no se repita? (Condición: Si F41=1 o algún F42=1)	1 Si, 2 No
F43.4	BUSQUEDA DE AYUDA	43.4 Denunciaron el hecho?. (Condición: Si F41=1 o algún F42=1)	1 Si, 2 No
F43.5	BUSQUEDA DE AYUDA	43.5 No le creyeron? (Condición: Si F41=1 o algún F42=1)	1 Si, 2 No
F43.6	BUSQUEDA DE AYUDA	43.6 No hicieron nada? (Condición: Si F41=1 o algún F42=1)	1 Si, 2 No
F43.7	BUSQUEDA DE AYUDA	43.7 Le prohibieron hablar sobre el asunto?. (Condición: Si F41=1 o algún F42=1)	1 Si, 2 No
F43.8	BUSQUEDA DE AYUDA	43.8 Otro... (Condición: Si F41=1 o algún F42=1)	1 Si, 2 No
F44.1	BUSQUEDA DE AYUDA	44.1 Tenia vergüenza............... (Condición: Si F40=2 o F41=2)	1 Si, 2 No
F44.2	BUSQUEDA DE AYUDA	44.2 Pensó que ni le iban a creer. (Condición: Si F40=2 o F41=2)	1 Si, 2 No
F44.3	BUSQUEDA DE AYUDA	44.3 Tenia miedo de las consecuencias (Condición: Si F40=2 o F41=2)	1 Si, 2 No
F44.4	BUSQUEDA DE AYUDA	44.4 La amenazaron. (Condición: Si F40=2 o F41=2)	1 Si, 2 No
F44.5	BUSQUEDA DE AYUDA	44.5 Creía que era la culpable o responsable de lo sucedido (Condición: Si F40=2 o F41=2)	1 Si, 2 No
F44.6	BUSQUEDA DE AYUDA	44.6 Otro... (Condición: Si F40=2 o F41=2)	1 Si, 2 No
F45_1_1	VIOLENCIA DE LA FAMILIA ACTUAL	45.1 ¿Se refirió a usted con palabras groseras o agresivas que la han hecho sentir mal? (Últimos 12 meses)	1 Si, 2 No, 9 No aplica
F45_1_2	VIOLENCIA DE LA FAMILIA ACTUAL	¿Esto ocurrió? (Últimos 12 meses)	1 Una vez, 2 Pocas veces, 3 Muchas veces
F45_1_3	VIOLENCIA DE LA FAMILIA ACTUAL	¿Quién le hizo esto principalmente?	1 Padre/madre, 2 Suegro/a, 3 Hermano/a, 4 Cuñado/a, 5 Otro familiar suyo, 6 Otro familiar de su pareja
F45_2_1	VIOLENCIA DE LA FAMILIA ACTUAL	45.2 ¿La criticó sobre lo que hace o deja de hacer? (Últimos 12 meses)	1 Si, 2 No, 9 No aplica
F45_2_2	VIOLENCIA DE LA FAMILIA ACTUAL	¿Esto ocurrió? (Últimos 12 meses)	1 Una vez, 2 Pocas veces, 3 Muchas veces
F45_2_3	VIOLENCIA DE LA FAMILIA ACTUAL	¿Quién le hizo esto principalmente?	1 Padre/madre, 2 Suegro/a, 3 Hermano/a, 4 Cuñado/a, 5 Otro familiar suyo, 6 Otro familiar de su pareja
F45_3_1	VIOLENCIA DE LA FAMILIA ACTUAL	45.3 ¿Se burló de sus características físicas, su conocimiento, su forma de pensar, actuar y sentir? (Últimos 12 meses)	1 Si, 2 No, 9 No aplica
F45_3_2	VIOLENCIA DE LA FAMILIA ACTUAL	¿Esto ocurrió? (Últimos 12 meses)	1 Una vez, 2 Pocas veces, 3 Muchas veces
F45_3_3	VIOLENCIA DE LA FAMILIA ACTUAL	¿Quién le hizo esto principalmente?	1 Padre/madre, 2 Suegro/a, 3 Hermano/a, 4 Cuñado/a, 5 Otro familiar suyo, 6 Otro familiar de su pareja
F45_4_1	VIOLENCIA DE LA FAMILIA ACTUAL	45.4 ¿La humilló, avergonzó o menospreció? (Últimos 12 meses)	1 Si, 2 No, 9 No aplica
F45_4_2	VIOLENCIA DE LA FAMILIA ACTUAL	¿Esto ocurrió? (Últimos 12 meses)	1 Una vez, 2 Pocas veces, 3 Muchas veces
F45_4_3	VIOLENCIA DE LA FAMILIA ACTUAL	¿Quién le hizo esto principalmente?	1 Padre/madre, 2 Suegro/a, 3 Hermano/a, 4 Cuñado/a, 5 Otro familiar suyo, 6 Otro familiar de su pareja
F45_5_1	VIOLENCIA DE LA FAMILIA ACTUAL	45.5 ¿La culpó de las cosas que no salen bien? (Últimos 12 meses)	1 Si, 2 No, 9 No aplica
F45_5_2	VIOLENCIA DE LA FAMILIA ACTUAL	¿Esto ocurrió? (Últimos 12 meses)	1 Una vez, 2 Pocas veces, 3 Muchas veces
F45_5_3	VIOLENCIA DE LA FAMILIA ACTUAL	¿Quién le hizo esto principalmente?	1 Padre/madre, 2 Suegro/a, 3 Hermano/a, 4 Cuñado/a, 5 Otro familiar suyo, 6 Otro familiar de su pareja
F45_6_1	VIOLENCIA DE LA FAMILIA ACTUAL	45.6 ¿Le rompió o escondió algún objeto personal? (Últimos 12 meses)	1 Si, 2 No, 9 No aplica
F45_6_2	VIOLENCIA DE LA FAMILIA ACTUAL	¿Esto ocurrió? (Últimos 12 meses)	1 Una vez, 2 Pocas veces, 3 Muchas veces
F45_6_3	VIOLENCIA DE LA FAMILIA ACTUAL	¿Quién le hizo esto principalmente?	1 Padre/madre, 2 Suegro/a, 3 Hermano/a, 4 Cuñado/a, 5 Otro familiar suyo, 6 Otro familiar de su pareja
F45_7_1	VIOLENCIA DE LA FAMILIA ACTUAL	45.7 ¿Le quító su dinero, alguna pertenencia o se apropio de objetos o bienes suyos? (Últimos 12 meses)	1 Si, 2 No, 9 No aplica
F45_7_2	VIOLENCIA DE LA FAMILIA ACTUAL	¿Esto ocurrió? (Últimos 12 meses)	1 Una vez, 2 Pocas veces, 3 Muchas veces
F45_7_3	VIOLENCIA DE LA FAMILIA ACTUAL	¿Quién le hizo esto principalmente?	1 Padre/madre, 2 Suegro/a, 3 Hermano/a, 4 Cuñado/a, 5 Otro familiar suyo, 6 Otro familiar de su pareja
F45_8_1	VIOLENCIA DE LA FAMILIA ACTUAL	45.8 ¿La encerró? (Últimos 12 meses)	1 Si, 2 No, 9 No aplica
F45_8_2	VIOLENCIA DE LA FAMILIA ACTUAL	¿Esto ocurrió? (Últimos 12 meses)	1 Una vez, 2 Pocas veces, 3 Muchas veces
F45_8_3	VIOLENCIA DE LA FAMILIA ACTUAL	¿Quién le hizo esto principalmente?	1 Padre/madre, 2 Suegro/a, 3 Hermano/a, 4 Cuñado/a, 5 Otro familiar suyo, 6 Otro familiar de su pareja
F45_9_1	VIOLENCIA DE LA FAMILIA ACTUAL	45.9 ¿La empujó, sacudió, tiró al piso, pateó o le dio una cachetada? (Últimos 12 meses)	1 Si, 2 No, 9 No aplica
F45_9_2	VIOLENCIA DE LA FAMILIA ACTUAL	¿Esto ocurrió? (Últimos 12 meses)	1 Una vez, 2 Pocas veces, 3 Muchas veces
F45_9_3	VIOLENCIA DE LA FAMILIA ACTUAL	¿Quién le hizo esto principalmente?	1 Padre/madre, 2 Suegro/a, 3 Hermano/a, 4 Cuñado/a, 5 Otro familiar suyo, 6 Otro familiar de su pareja
F45_10_1	VIOLENCIA DE LA FAMILIA ACTUAL	45.10 ¿La amenazó con quitarle sus hijos(as) y/o no permitirle verlos de nuevo? (Últimos 12 meses)	1 Si, 2 No, 9 No aplica (quienes no tienen hijos)
F45_10_2	VIOLENCIA DE LA FAMILIA ACTUAL	¿Esto ocurrió? (Últimos 12 meses)	1 Una vez, 2 Pocas veces, 3 Muchas veces
F45_10_3	VIOLENCIA DE LA FAMILIA ACTUAL	¿Quién le hizo esto principalmente?	1 Padre/madre, 2 Suegro/a, 3 Hermano/a, 4 Cuñado/a, 5 Otro familiar suyo, 6 Otro familiar de su pareja
F45_11_1	VIOLENCIA DE LA FAMILIA ACTUAL	45.11 La amenazó verbalmente con hacerle daño a usted o a alguien que a usted le importa? (Últimos 12 meses)	1 Si, 2 No, 9 No aplica
F45_11_2	VIOLENCIA DE LA FAMILIA ACTUAL	¿Esto ocurrió? (Últimos 12 meses)	1 Una vez, 2 Pocas veces, 3 Muchas veces
F45_11_3	VIOLENCIA DE LA FAMILIA ACTUAL	¿Quién le hizo esto principalmente?	1 Padre/madre, 2 Suegro/a, 3 Hermano/a, 4 Cuñado/a, 5 Otro familiar suyo, 6 Otro familiar de su pareja
F46	BUSQUEDA DE AYUDA	46 Antes de esta entrevista, ¿había hablado con alguien sobre esto que le ocurrió? (Condición: Si al menos un F45_x_1=1)	1 Si, 2 No. pase a preg 48
F47.1	BUSQUEDA DE AYUDA	47.1 Acudió a solicitar orientación e información? (Condición: Si F45_x_2=1,2 o 3)	1 Si, 2 No
F47.2	BUSQUEDA DE AYUDA	47.2 Acudió a solicitar apoyo legal? (Condición: Si F45_x_2=1,2 o 3)	1 Si, 2 No
F47.3	BUSQUEDA DE AYUDA	47.3 Acudió a solicitar apoyo psicológico. (Condición: Si F45_x_2=1,2 o 3)	1 Si, 2 No
F47.4	BUSQUEDA DE AYUDA	47.4 Denunció ante la policía? (Condición: Si F45_x_2=1,2 o 3)	1 Si, 2 No
F47.5	BUSQUEDA DE AYUDA	47.5 Denunció ante el juzgado? (Condición: Si F45_x_2=1,2 o 3)	1 Si, 2 No
F47.6	BUSQUEDA DE AYUDA	47.6 Buscó ayuda religiosa? (Condición: Si F45_x_2=1,2 o 3)	1 Si, 2 No
F47.7	BUSQUEDA DE AYUDA	47.7 Acudió a Servicios de Salud? (Condición: Si F45_x_2=1,2 o 3)	1 Si, 2 No
F47.8	BUSQUEDA DE AYUDA	47.8 Otro... (Condición: Si F45_x_2=1,2 o 3)	1 Si, 2 No
F48.1	BUSQUEDA DE AYUDA	48.1 Por vergüenza. (Condición: Si F46=2 o todo F47=2)	1 Si, 2 No
F48.2	BUSQUEDA DE AYUDA	48.2 Pensó que no le iban a creer. (Condición: Si F46=2 o todo F47=2)	1 Si, 2 No
F48.3	BUSQUEDA DE AYUDA	48.3 Por miedo de las consecuencias (Condición: Si F46=2 o todo F47=2)	1 Si, 2 No
F48.4	BUSQUEDA DE AYUDA	48.4 La amenazaron (Condición: Si F46=2 o todo F47=2)	1 Si, 2 No
F48.5	BUSQUEDA DE AYUDA	48.5 Porque se trato de un hecho sin importancia (Condición: Si F46=2 o todo F47=2)	1 Si, 2 No
F48.6	BUSQUEDA DE AYUDA	48.6 No sabía cómo y donde denunciar. (Condición: Si F46=2 o todo F47=2)	1 Si, 2 No
F48.7	BUSQUEDA DE AYUDA	48.7 No sabía que existen instituciones de apoyo (Condición: Si F46=2 o todo F47=2)	1 Si, 2 No
F48.8	BUSQUEDA DE AYUDA	48.8 No confia en las autoridades Policiales o Judiciales o en su respuesta ante el problema (Condición: Si F46=2 o todo F47=2)	1 Si, 2 No
F48.9	BUSQUEDA DE AYUDA	48.9 No sabia qué podía denunciar. (Condición: Si F46=2 o todo F47=2)	1 Si, 2 No
F49_1_1	VIOLENCIA GENERACIONAL	49.1 ¿Le dejaron de hablar o no la tomaron en cuenta? (Condición: Edad >= 65)	1 Si, 2 No
F49_1_2	VIOLENCIA GENERACIONAL	¿Quién fue principalmente? (Condición: Si F49_1_1=1)	1 Hijo (s), 2 Hija (s), 3 Nieta (o), 4 Yernos/nueras, 5 Otro, cual?
F49_1_3	VIOLENCIA GENERACIONAL	Especificar Otro (Condición: Si F49_1_2=5)	
F49_2_1	VIOLENCIA GENERACIONAL	49.2 ¿La abandonaron? (Condición: Edad >= 65)	1 Si, 2 No
F49_2_2	VIOLENCIA GENERACIONAL	¿Quién fue principalmente? (Condición: Si F49_2_1=1)	1 Hijo (s), 2 Hija (s), 3 Nieta (o), 4 Yernos/nueras, 5 Otro, cual?
F49_2_3	VIOLENCIA GENERACIONAL	Especificar Otro (Condición: Si F49_2_2=5)	
F49_3_1	VIOLENCIA GENERACIONAL	49.3 ¿Le impidieron ver y/o la aíslan de familiares o amigos? (Condición: Edad >= 65)	1 Si, 2 No
F49_3_2	VIOLENCIA GENERACIONAL	¿Quién fue principalmente? (Condición: Si F49_3_1=1)	1 Hijo (s), 2 Hija (s), 3 Nieta (o), 4 Yernos/nueras, 5 Otro, cual?
F49_3_3	VIOLENCIA GENERACIONAL	Especificar Otro (Condición: Si F49_3_2=5)	
F49_4_1	VIOLENCIA GENERACIONAL	49.4 ¿Le gritaron, la insultaron, la ofendieron? (Condición: Edad >= 65)	1 Si, 2 No
F49_4_2	VIOLENCIA GENERACIONAL	¿Quién fue principalmente? (Condición: Si F49_4_1=1)	1 Hijo (s), 2 Hija (s), 3 Nieta (o), 4 Yernos/nueras, 5 Otro, cual?
F49_4_3	VIOLENCIA GENERACIONAL	Especificar Otro (Condición: Si F49_4_2=5)	
F49_5_1	VIOLENCIA GENERACIONAL	49.5 ¿La amenazaron con echarla de la casa? (Condición: Edad >= 65)	1 Si, 2 No
F49_5_2	VIOLENCIA GENERACIONAL	¿Quién fue principalmente? (Condición: Si F49_5_1=1)	1 Hijo (s), 2 Hija (s), 3 Nieta (o), 4 Yernos/nueras, 5 Otro, cual?
F49_5_3	VIOLENCIA GENERACIONAL	Especificar Otro (Condición: Si F49_5_2=5)	
F49_6_1	VIOLENCIA GENERACIONAL	49.6 ¿La lastimaron o golpearon? (Condición: Edad >= 65)	1 Si, 2 No
F49_6_2	VIOLENCIA GENERACIONAL	¿Quién fue principalmente? (Condición: Si F49_6_1=1)	1 Hijo (s), 2 Hija (s), 3 Nieta (o), 4 Yernos/nueras, 5 Otro, cual?
F49_6_3	VIOLENCIA GENERACIONAL	Especificar Otro (Condición: Si F49_6_2=5)	
F49_7_1	VIOLENCIA GENERACIONAL	49.7 ¿Le dijeron o le hicieron sentir que es un estorbo? (Condición: Edad >= 65)	1 Si, 2 No
F49_7_2	VIOLENCIA GENERACIONAL	¿Quién fue principalmente? (Condición: Si F49_7_1=1)	1 Hijo (s), 2 Hija (s), 3 Nieta (o), 4 Yernos/nueras, 5 Otro, cual?
F49_7_3	VIOLENCIA GENERACIONAL	Especificar Otro (Condición: Si F49_7_2=5)	
F49_8_1	VIOLENCIA GENERACIONAL	49.8 ¿Han abusado sexualmente de usted? (Condición: Edad >= 65)	1 Si, 2 No
F49_8_2	VIOLENCIA GENERACIONAL	¿Quién fue principalmente? (Condición: Si F49_8_1=1)	1 Hijo (s), 2 Hija (s), 3 Nieta (o), 4 Yernos/nueras, 5 Otro, cual?
F49_8_3	VIOLENCIA GENERACIONAL	Especificar Otro (Condición: Si F49_8_2=5)	
F50	SITUACIÓN CONYUGAL ACTUAL	50 ¿Actualmente usted...	1 Vive en unión libre? pase a preg, 53, 2 Está casada conviviendo? pase a preg. 53, 3 Está separada?, 4 Está divorciada?, 5 Es viuda?., 6 Es soltera?.
F51	SITUACIÓN CONYUGAL ACTUAL	51 ¿Actualmente tiene una relación de pareja o de noviazgo sin convivencia?	1 Si pase a preg. 59 o 65, 2 No
F52	SITUACIÓN CONYUGAL ANTERIOR	52 Anteriormente usted... si tuvo más de una situación conyugal elija la más reciente)	1 Vivió en unión libre? pase a preg.91, 2 Estuvo casada? pase a preg.91, 3 Tuvo una relación de noviazgo?. pase a preg.91, 4 Nunca se casó, ni vivió en unión libre, ni tuvo una relación de pareja o noviazgo........... pase a preg 146
F53	PAREJA ACTUAL	53 ¿Cuánto tiempo lleva casada o viviendo con su actual esposo/a o pareja? (Contexto: Casadas o Unidas)	Anote cantidad (años)
F54	PAREJA ACTUAL	54 ¿A qué edad se casó o se unió con su actual esposo/a o pareja? (Contexto: Casadas o Unidas)	Anote edad (años)
F55	PAREJA ACTUAL	55 ¿Contando su actual esposo/a o pareja conviviente ¿Cuántas veces ha estado casada o unida? (Contexto: Casadas o Unidas)	Anote cantidad... Si es mayor o igual a 2 continúe, sino pase a preg.57.
F56	PAREJA ACTUAL	56 ¿A qué edad se casó o se unió por primera vez? (Contexto: Casadas o Unidas, si F55>=2)	Anote edad (años)
F57	PAREJA ACTUAL	57 En total ¿cuántos hijos/as tiene? (Considere hijos biológicos nacidos vivos y adoptivos) (Contexto: Casadas o Unidas)	Anote cantidad... Si responde 0 pase a preg. 71
